NAME,B08006_001E,B08006_017E,B28002_001E,B28002_004E,B19013_001E,B23025_003E,B23025_005E,B01003_001E,C24030_001E,C24030_013E,C24030_040E,C24030_015E,C24030_042E,C24030_018E,C24030_045E,C24030_019E,C24030_046E,state,county,year
"Nelson County, Kentucky",20732.0,725.0,17324,12972,55182.0,22588.0,1337.0,45131,21251.0,85.0,121.0,251.0,605.0,282.0,296.0,0.0,0.0,21,179,2017
"Wayne County, Kentucky",6948.0,223.0,8011,4644,33715.0,7777.0,785.0,20692,6992.0,0.0,111.0,160.0,221.0,14.0,59.0,0.0,0.0,21,231,2017
"Lewis County, Kentucky",4452.0,226.0,5496,3279,32054.0,4903.0,342.0,13565,4561.0,61.0,45.0,10.0,50.0,16.0,61.0,0.0,0.0,21,135,2017
"Marion County, Kentucky",7513.0,298.0,7365,4625,40005.0,8711.0,820.0,19335,7891.0,48.0,11.0,56.0,127.0,100.0,133.0,0.0,10.0,21,155,2017
"Trigg County, Kentucky",5663.0,180.0,5982,4025,47259.0,6374.0,665.0,14286,5709.0,11.0,16.0,65.0,97.0,81.0,64.0,0.0,0.0,21,221,2017
"Woodford County, Kentucky",12863.0,680.0,10063,8150,60604.0,13610.0,511.0,25817,13099.0,69.0,96.0,138.0,187.0,451.0,394.0,12.0,0.0,21,239,2017
"Boone County, Kentucky",63781.0,2782.0,46095,40340,72731.0,67873.0,3346.0,127682,64527.0,585.0,677.0,2112.0,2515.0,2285.0,1938.0,0.0,0.0,21,015,2017
"Leslie County, Kentucky",2675.0,25.0,4292,2535,27861.0,3247.0,473.0,10648,2774.0,0.0,25.0,5.0,61.0,24.0,78.0,0.0,0.0,21,131,2017
"Jessamine County, Kentucky",23177.0,1175.0,18537,14742,55450.0,25629.0,1775.0,51667,23854.0,215.0,123.0,250.0,459.0,689.0,381.0,0.0,0.0,21,113,2017
"Knox County, Kentucky",9101.0,184.0,12264,5890,26061.0,10441.0,1120.0,31424,9321.0,50.0,7.0,77.0,248.0,153.0,194.0,0.0,0.0,21,121,2017
"Lawrence County, Kentucky",4878.0,170.0,6254,4073,32703.0,5496.0,431.0,15844,5065.0,108.0,45.0,17.0,114.0,87.0,104.0,0.0,0.0,21,127,2017
"Letcher County, Kentucky",6935.0,262.0,10065,6477,30293.0,8036.0,978.0,23011,7058.0,73.0,82.0,30.0,150.0,83.0,53.0,0.0,0.0,21,133,2017
"Livingston County, Kentucky",3891.0,159.0,4016,2424,43472.0,4276.0,254.0,9288,4022.0,0.0,0.0,17.0,118.0,5.0,4.0,0.0,0.0,21,139,2017
"McCracken County, Kentucky",28394.0,906.0,27557,19738,42894.0,30260.0,1494.0,65285,28766.0,213.0,104.0,359.0,562.0,991.0,423.0,0.0,0.0,21,145,2017
"Pike County, Kentucky",19727.0,542.0,25853,17530,32972.0,22616.0,2458.0,61586,20158.0,133.0,152.0,134.0,513.0,356.0,234.0,0.0,8.0,21,195,2017
"Shelby County, Kentucky",21738.0,965.0,16369,12435,63171.0,23471.0,1025.0,45831,22446.0,178.0,126.0,526.0,745.0,459.0,566.0,0.0,0.0,21,211,2017
"Whitley County, Kentucky",12496.0,249.0,12583,7475,34103.0,14095.0,1301.0,36027,12794.0,36.0,147.0,128.0,237.0,87.0,140.0,0.0,0.0,21,235,2017
"Curry County, Oregon",7555.0,587.0,10382,7505,42519.0,8592.0,847.0,22377,7745.0,83.0,19.0,108.0,169.0,92.0,115.0,0.0,0.0,41,015,2017
"Gilliam County, Oregon",739.0,55.0,805,540,39831.0,812.0,61.0,1910,751.0,10.0,4.0,0.0,4.0,5.0,8.0,0.0,0.0,41,021,2017
"Hood River County, Oregon",10997.0,1233.0,8543,6654,57269.0,11869.0,606.0,22938,11263.0,84.0,133.0,32.0,90.0,394.0,237.0,0.0,0.0,41,027,2017
"Lake County, Oregon",3006.0,335.0,3522,2188,32769.0,3265.0,226.0,7807,3039.0,28.0,15.0,22.0,27.0,10.0,26.0,0.0,0.0,41,037,2017
"Multnomah County, Oregon",407283.0,29189.0,318173,267534,60369.0,446570.0,30245.0,788459,416325.0,5588.0,4441.0,7022.0,8623.0,24380.0,18373.0,151.0,257.0,41,051,2017
"Pike County, Pennsylvania",24252.0,1375.0,21379,18091,63417.0,26945.0,2113.0,55687,24832.0,255.0,131.0,607.0,884.0,665.0,663.0,0.0,7.0,42,103,2017
"Snyder County, Pennsylvania",19516.0,1402.0,14576,10258,54182.0,20813.0,759.0,40570,20054.0,47.0,106.0,140.0,294.0,224.0,280.0,0.0,61.0,42,109,2017
"Susquehanna County, Pennsylvania",18157.0,973.0,17404,13161,52014.0,19859.0,1337.0,41716,18522.0,137.0,79.0,137.0,435.0,320.0,434.0,0.0,2.0,42,115,2017
"Crawford County, Pennsylvania",37470.0,1581.0,35102,25584,47179.0,40705.0,2435.0,86847,38270.0,108.0,174.0,272.0,590.0,517.0,568.0,0.0,9.0,42,039,2017
"Erie County, Pennsylvania",124998.0,4496.0,110377,84350,48192.0,135786.0,8828.0,277794,126958.0,1171.0,745.0,2796.0,3986.0,2405.0,2076.0,18.0,34.0,42,049,2017
"Fulton County, Pennsylvania",6504.0,253.0,5947,3993,50007.0,7067.0,458.0,14631,6609.0,28.0,47.0,16.0,182.0,88.0,61.0,0.0,0.0,42,057,2017
"Juniata County, Pennsylvania",11096.0,609.0,9361,6421,50571.0,11690.0,510.0,24448,11180.0,54.0,53.0,114.0,338.0,130.0,126.0,2.0,12.0,42,067,2017
"Schuylkill County, Pennsylvania",61756.0,1606.0,58758,41764,47642.0,67581.0,4695.0,144287,62886.0,367.0,250.0,489.0,1367.0,910.0,1134.0,0.0,19.0,42,107,2017
"Wyoming County, Pennsylvania",12832.0,766.0,10801,8494,55965.0,13953.0,900.0,27760,13053.0,139.0,116.0,94.0,399.0,228.0,232.0,8.0,2.0,42,131,2017
"Adams County, Pennsylvania",49517.0,1875.0,38818,29711,62661.0,53185.0,2624.0,101589,50561.0,260.0,182.0,462.0,985.0,1119.0,1012.0,26.0,20.0,42,001,2017
"Armstrong County, Pennsylvania",29235.0,1015.0,28242,20289,47527.0,31905.0,2192.0,66737,29713.0,260.0,116.0,279.0,635.0,627.0,501.0,14.0,2.0,42,005,2017
"Clinton County, Pennsylvania",17277.0,550.0,14675,10554,47990.0,18672.0,1100.0,39321,17572.0,135.0,89.0,96.0,287.0,183.0,178.0,21.0,0.0,42,035,2017
"Carbon County, Pennsylvania",28624.0,1114.0,25978,19320,51236.0,31676.0,2420.0,63987,29256.0,416.0,403.0,305.0,623.0,521.0,504.0,0.0,0.0,42,025,2017
"Centre County, Pennsylvania",75073.0,3658.0,57710,46768,56466.0,80146.0,3713.0,160646,76433.0,528.0,371.0,911.0,964.0,2920.0,1492.0,21.0,3.0,42,027,2017
"Northumberland County, Pennsylvania",40748.0,1541.0,39281,26682,44534.0,43729.0,2224.0,93038,41505.0,251.0,167.0,352.0,699.0,481.0,617.0,10.0,0.0,42,097,2017
"Northampton County, Pennsylvania",145381.0,5379.0,113827,89947,65390.0,157305.0,9027.0,300941,148278.0,2179.0,1152.0,2843.0,4156.0,4379.0,3080.0,102.0,49.0,42,095,2017
"Cameron County, Pennsylvania",2072.0,53.0,2196,1577,40402.0,2218.0,91.0,4754,2127.0,10.0,2.0,0.0,33.0,11.0,14.0,0.0,0.0,42,023,2017
"Venango County, Pennsylvania",22552.0,832.0,21925,15973,46487.0,24849.0,1878.0,52880,22971.0,145.0,117.0,122.0,489.0,291.0,312.0,0.0,3.0,42,121,2017
"Beaver County, Pennsylvania",80263.0,3183.0,70384,53590,53981.0,86687.0,4885.0,168161,81802.0,513.0,361.0,1278.0,2724.0,2687.0,2024.0,46.0,44.0,42,007,2017
"Bucks County, Pennsylvania",320937.0,16402.0,235909,203793,82031.0,345501.0,18507.0,626486,326994.0,4271.0,2774.0,10049.0,10260.0,15956.0,11755.0,193.0,229.0,42,017,2017
"Lackawanna County, Pennsylvania",95459.0,3570.0,85907,62935,48380.0,102780.0,5596.0,211960,97184.0,964.0,695.0,2075.0,3130.0,2617.0,1962.0,28.0,13.0,42,069,2017
"Lehigh County, Pennsylvania",171147.0,7687.0,137239,108274,60116.0,187955.0,13250.0,360774,174705.0,1655.0,1154.0,2661.0,4308.0,5398.0,3846.0,90.0,228.0,42,077,2017
"McKean County, Pennsylvania",18080.0,562.0,17199,12234,45866.0,19791.0,1475.0,42070,18316.0,141.0,139.0,77.0,267.0,165.0,145.0,8.0,0.0,42,083,2017
"Fayette County, Pennsylvania",53049.0,1530.0,54043,36701,41632.0,58587.0,4365.0,133160,54222.0,486.0,236.0,400.0,1074.0,858.0,673.0,30.0,28.0,42,051,2017
"Clarion County, Pennsylvania",16883.0,662.0,15925,11735,44373.0,18497.0,1217.0,38747,17280.0,79.0,42.0,72.0,276.0,142.0,238.0,0.0,20.0,42,031,2017
"Montgomery County, Pennsylvania",419127.0,25434.0,312805,270753,84791.0,450607.0,23595.0,818677,427012.0,6336.0,3743.0,15730.0,15761.0,28862.0,20111.0,233.0,311.0,42,091,2017
"Clearfield County, Pennsylvania",32856.0,784.0,31152,21258,45188.0,36581.0,2990.0,80539,33591.0,209.0,143.0,341.0,575.0,526.0,454.0,6.0,18.0,42,033,2017
"Greene County, Pennsylvania",14313.0,444.0,14484,10630,50972.0,15667.0,892.0,37338,14775.0,43.0,90.0,63.0,187.0,306.0,217.0,0.0,3.0,42,059,2017
"Lebanon County, Pennsylvania",64767.0,2566.0,52792,39795,57698.0,70025.0,4055.0,137616,65970.0,328.0,310.0,812.0,1515.0,1391.0,1052.0,50.0,42.0,42,075,2017
"Lycoming County, Pennsylvania",52999.0,1638.0,45991,33267,50634.0,57437.0,3552.0,115398,53885.0,359.0,338.0,576.0,1125.0,917.0,926.0,19.0,0.0,42,081,2017
"Luzerne County, Pennsylvania",145813.0,4772.0,128247,92105,49290.0,159612.0,11149.0,318222,148463.0,1569.0,1299.0,2222.0,4482.0,3122.0,2650.0,16.0,90.0,42,079,2017
"Montour County, Pennsylvania",8545.0,369.0,7423,5424,56250.0,9061.0,399.0,18302,8662.0,84.0,5.0,85.0,280.0,143.0,76.0,0.0,0.0,42,093,2017
"Warren County, Pennsylvania",17828.0,581.0,17095,11967,45781.0,19332.0,1101.0,40345,18231.0,89.0,87.0,254.0,585.0,216.0,249.0,0.0,0.0,42,123,2017
"Columbia County, Pennsylvania",29717.0,1016.0,26564,19487,48395.0,31648.0,1613.0,66615,30035.0,337.0,173.0,335.0,556.0,309.0,360.0,0.0,7.0,42,037,2017
"Butler County, Pennsylvania",91282.0,4052.0,75596,61456,66037.0,97596.0,4402.0,185984,93194.0,1040.0,570.0,2091.0,2477.0,3509.0,2448.0,89.0,94.0,42,019,2017
"Elk County, Pennsylvania",14878.0,551.0,13447,10023,49876.0,15926.0,757.0,30781,15169.0,39.0,78.0,81.0,273.0,140.0,198.0,5.0,0.0,42,047,2017
"Jefferson County, Pennsylvania",19494.0,520.0,18452,12856,45342.0,20807.0,974.0,44258,19833.0,105.0,98.0,95.0,250.0,220.0,281.0,3.0,3.0,42,065,2017
"Lancaster County, Pennsylvania",262905.0,13162.0,198565,148520,61492.0,280471.0,13123.0,536494,267348.0,1860.0,1569.0,3966.0,4865.0,6877.0,5942.0,70.0,48.0,42,071,2017
"Mercer County, Pennsylvania",48926.0,2403.0,45805,33513,47340.0,53292.0,3099.0,113623,50193.0,455.0,163.0,613.0,913.0,911.0,660.0,4.0,29.0,42,085,2017
"Perry County, Pennsylvania",22743.0,1194.0,17936,13129,60847.0,24025.0,1042.0,45878,22983.0,159.0,122.0,346.0,1181.0,379.0,597.0,10.0,4.0,42,099,2017
"Potter County, Pennsylvania",6628.0,313.0,6536,4568,41406.0,7233.0,488.0,17070,6745.0,168.0,155.0,26.0,101.0,104.0,69.0,0.0,0.0,42,105,2017
"Sullivan County, Pennsylvania",2547.0,189.0,2648,1796,45519.0,2864.0,252.0,6192,2612.0,21.0,8.0,7.0,36.0,43.0,31.0,0.0,0.0,42,113,2017
"Tioga County, Pennsylvania",17942.0,856.0,16121,11661,50017.0,19441.0,1238.0,41550,18203.0,89.0,131.0,95.0,345.0,272.0,298.0,4.0,9.0,42,117,2017
"Newport County, Rhode Island",43171.0,2711.0,35421,29315,75463.0,43820.0,2349.0,83204,41471.0,241.0,286.0,661.0,894.0,2223.0,1329.0,8.0,9.0,44,005,2017
"Kent County, Rhode Island",85273.0,2471.0,69013,57568,69047.0,93565.0,5743.0,164012,87822.0,952.0,645.0,1837.0,3547.0,3039.0,2310.0,55.0,27.0,44,003,2017
"Providence County, Rhode Island",298178.0,10281.0,238465,184401,52530.0,332470.0,25295.0,633704,307175.0,2806.0,2215.0,6555.0,8745.0,8438.0,7339.0,327.0,337.0,44,007,2017
"Bristol County, Rhode Island",24316.0,1284.0,19521,15937,74630.0,26132.0,1105.0,49028,25027.0,373.0,196.0,598.0,764.0,1032.0,750.0,7.0,0.0,44,001,2017
"Washington County, Rhode Island",62950.0,3110.0,49608,42477,77862.0,68718.0,4142.0,126190,64576.0,394.0,447.0,1337.0,1549.0,3005.0,1967.0,48.0,62.0,44,009,2017
"Aiken County, South Carolina",69348.0,2009.0,65703,47782,47713.0,77774.0,7021.0,165707,70753.0,485.0,618.0,660.0,1514.0,2317.0,1649.0,0.0,0.0,45,003,2017
"Allendale County, South Carolina",2623.0,42.0,3285,1335,23331.0,3225.0,557.0,9402,2668.0,0.0,13.0,0.0,12.0,16.0,26.0,0.0,0.0,45,005,2017
"Newberry County, South Carolina",16020.0,355.0,14893,8787,39600.0,17696.0,1437.0,37914,16259.0,201.0,108.0,54.0,326.0,164.0,261.0,0.0,0.0,45,071,2017
"Edgefield County, South Carolina",10244.0,236.0,9054,5670,47500.0,11226.0,816.0,26620,10410.0,46.0,116.0,40.0,101.0,245.0,128.0,0.0,0.0,45,037,2017
"Chester County, South Carolina",12532.0,379.0,12384,6398,37421.0,14087.0,1381.0,32424,12706.0,71.0,118.0,162.0,211.0,220.0,209.0,0.0,4.0,45,023,2017
"Clarendon County, South Carolina",11489.0,327.0,13573,8262,35838.0,13385.0,1608.0,34156,11777.0,116.0,77.0,99.0,315.0,94.0,85.0,0.0,0.0,45,027,2017
"Colleton County, South Carolina",15410.0,459.0,15134,11132,34996.0,17287.0,1649.0,37581,15638.0,122.0,141.0,72.0,309.0,178.0,170.0,0.0,0.0,45,029,2017
"Marion County, South Carolina",11514.0,223.0,11911,5479,31129.0,13191.0,1413.0,31765,11778.0,110.0,63.0,62.0,251.0,126.0,87.0,0.0,0.0,45,067,2017
"Sumter County, South Carolina",44254.0,816.0,41417,29056,41946.0,47913.0,5474.0,107379,42439.0,207.0,279.0,428.0,925.0,699.0,679.0,0.0,16.0,45,085,2017
"Lexington County, South Carolina",134607.0,5250.0,109251,84892,57482.0,145552.0,8661.0,281870,136891.0,1268.0,1030.0,3020.0,5187.0,3471.0,3357.0,57.0,10.0,45,063,2017
"Oconee County, South Carolina",30489.0,1021.0,31354,21681,43978.0,33420.0,2193.0,75926,31227.0,203.0,116.0,336.0,445.0,702.0,503.0,0.0,64.0,45,073,2017
"Barnwell County, South Carolina",7754.0,132.0,8426,4604,34035.0,8899.0,895.0,21788,8004.0,84.0,83.0,31.0,175.0,107.0,108.0,0.0,0.0,45,011,2017
"Berkeley County, South Carolina",95947.0,3486.0,73168,57404,56697.0,99470.0,6378.0,204632,93092.0,994.0,1017.0,733.0,1626.0,3308.0,2971.0,0.0,50.0,45,015,2017
"Charleston County, South Carolina",195293.0,12316.0,154049,114915,57882.0,206780.0,10957.0,387847,195823.0,2219.0,2503.0,2933.0,3759.0,10254.0,7865.0,38.0,45.0,45,019,2017
"Darlington County, South Carolina",26285.0,669.0,26861,17210,36217.0,30775.0,4018.0,67572,26757.0,219.0,194.0,252.0,834.0,312.0,452.0,0.0,0.0,45,031,2017
"Georgetown County, South Carolina",23609.0,976.0,24840,17505,46967.0,26712.0,2560.0,61065,24152.0,71.0,146.0,281.0,477.0,436.0,415.0,0.0,0.0,45,043,2017
"Marlboro County, South Carolina",9499.0,167.0,9703,5149,33921.0,11400.0,1669.0,27505,9731.0,63.0,41.0,10.0,77.0,39.0,15.0,0.0,16.0,45,069,2017
"York County, South Carolina",119947.0,5891.0,95539,76394,59394.0,130395.0,8603.0,251664,121792.0,1808.0,912.0,3352.0,4247.0,3537.0,3396.0,44.0,15.0,45,091,2017
"Anderson County, South Carolina",83648.0,2349.0,76234,52540,45551.0,91772.0,6181.0,194174,85591.0,633.0,490.0,720.0,1590.0,1744.0,1463.0,56.0,0.0,45,007,2017
"Cherokee County, South Carolina",21287.0,257.0,20480,12002,35286.0,23420.0,1821.0,56549,21599.0,90.0,123.0,138.0,368.0,312.0,183.0,30.0,13.0,45,021,2017
"Chesterfield County, South Carolina",18790.0,232.0,18303,10681,38469.0,20941.0,1890.0,46127,19051.0,42.0,160.0,59.0,349.0,215.0,145.0,0.0,0.0,45,025,2017
"Greenwood County, South Carolina",28816.0,683.0,27022,17619,39196.0,32708.0,3167.0,69981,29541.0,197.0,168.0,238.0,394.0,364.0,459.0,11.0,0.0,45,047,2017
"Jasper County, South Carolina",11952.0,554.0,9715,5988,39740.0,13492.0,1437.0,27465,12055.0,155.0,63.0,63.0,160.0,244.0,290.0,0.0,6.0,45,053,2017
"Horry County, South Carolina",135714.0,5470.0,125168,99398,46475.0,149017.0,10588.0,310186,138429.0,1085.0,1234.0,1617.0,3203.0,2555.0,2680.0,0.0,74.0,45,051,2017
"Kershaw County, South Carolina",26596.0,656.0,24711,15844,46565.0,28947.0,2038.0,63734,26909.0,107.0,161.0,497.0,1717.0,525.0,310.0,0.0,8.0,45,055,2017
"Lee County, South Carolina",5954.0,117.0,6501,3198,31963.0,6602.0,597.0,17897,6005.0,52.0,12.0,0.0,223.0,35.0,34.0,8.0,0.0,45,061,2017
"Orangeburg County, South Carolina",33972.0,985.0,33029,19493,34943.0,38445.0,3733.0,89116,34712.0,68.0,402.0,249.0,899.0,254.0,451.0,0.0,0.0,45,075,2017
"Spartanburg County, South Carolina",132407.0,3283.0,113191,83922,47575.0,144516.0,8994.0,297732,135522.0,1290.0,1355.0,1356.0,2872.0,2963.0,2491.0,142.0,190.0,45,083,2017
"Abbeville County, South Carolina",9245.0,598.0,9392,5885,35254.0,10491.0,986.0,24788,9505.0,80.0,53.0,55.0,193.0,156.0,61.0,0.0,0.0,45,001,2017
"Breckinridge County, Kentucky",7508.0,333.0,7467,4813,44057.0,8599.0,842.0,19991,7757.0,39.0,44.0,65.0,154.0,83.0,38.0,0.0,0.0,21,027,2017
"Floyd County, Kentucky",10758.0,225.0,15108,9918,31196.0,12586.0,1456.0,37447,11130.0,58.0,150.0,171.0,227.0,234.0,252.0,0.0,3.0,21,071,2017
"Franklin County, Kentucky",23302.0,605.0,20786,16016,53539.0,25516.0,1831.0,49969,23685.0,190.0,98.0,334.0,674.0,507.0,388.0,0.0,0.0,21,073,2017
"Kenton County, Kentucky",80798.0,2693.0,62929,50863,58674.0,87172.0,4620.0,163987,82552.0,872.0,931.0,2695.0,3551.0,3009.0,2673.0,109.0,54.0,21,117,2017
"McCreary County, Kentucky",4402.0,44.0,6332,2790,19264.0,5337.0,844.0,17748,4493.0,45.0,87.0,42.0,116.0,85.0,16.0,0.0,0.0,21,147,2017
"Madison County, Kentucky",40427.0,1250.0,33036,24849,46674.0,44683.0,3089.0,88376,41594.0,446.0,343.0,316.0,499.0,1160.0,694.0,12.0,6.0,21,151,2017
"Magoffin County, Kentucky",3591.0,52.0,5057,3303,29578.0,4147.0,429.0,12783,3718.0,8.0,0.0,0.0,97.0,51.0,76.0,0.0,0.0,21,153,2017
"Metcalfe County, Kentucky",3871.0,262.0,3940,2743,35594.0,4112.0,237.0,9990,3875.0,22.0,15.0,58.0,33.0,39.0,70.0,0.0,0.0,21,169,2017
"Owsley County, Kentucky",1239.0,15.0,1696,1028,22736.0,1420.0,177.0,4497,1243.0,13.0,30.0,33.0,3.0,14.0,0.0,0.0,0.0,21,189,2017
"Rowan County, Kentucky",9973.0,365.0,8774,6717,36411.0,10546.0,473.0,24392,10073.0,40.0,32.0,122.0,163.0,106.0,164.0,0.0,0.0,21,205,2017
"Simpson County, Kentucky",7697.0,189.0,6895,4459,44989.0,8309.0,421.0,17881,7888.0,41.0,27.0,38.0,128.0,112.0,125.0,0.0,8.0,21,213,2017
"Taylor County, Kentucky",10095.0,375.0,9669,6782,36455.0,11317.0,863.0,25406,10454.0,65.0,67.0,74.0,244.0,83.0,144.0,0.0,0.0,21,217,2017
"Clark County, Kentucky",15701.0,556.0,14216,10213,51547.0,17043.0,1136.0,35757,15907.0,146.0,39.0,165.0,248.0,331.0,304.0,0.0,0.0,21,049,2017
"Todd County, Kentucky",4702.0,169.0,4610,2437,38248.0,5112.0,353.0,12377,4759.0,0.0,10.0,37.0,52.0,55.0,144.0,0.0,8.0,21,219,2017
"Carlisle County, Kentucky",1946.0,105.0,1988,1329,38860.0,2128.0,150.0,4890,1978.0,20.0,11.0,14.0,48.0,66.0,42.0,0.0,0.0,21,039,2017
"Carroll County, Kentucky",4473.0,138.0,3962,2214,43345.0,4972.0,512.0,10695,4460.0,0.0,2.0,38.0,70.0,26.0,26.0,0.0,0.0,21,041,2017
"Clinton County, Kentucky",3765.0,89.0,4025,2199,31130.0,4138.0,308.0,10208,3830.0,14.0,0.0,5.0,87.0,24.0,40.0,0.0,0.0,21,053,2017
"Estill County, Kentucky",4852.0,153.0,5638,3301,30692.0,5725.0,710.0,14382,5015.0,0.0,16.0,5.0,104.0,41.0,49.0,0.0,0.0,21,065,2017
"Gallatin County, Kentucky",3656.0,145.0,3007,1795,50250.0,3967.0,239.0,8652,3728.0,9.0,13.0,60.0,123.0,30.0,86.0,0.0,0.0,21,077,2017
"Richland Parish, Louisiana",7977.0,78.0,7500,3587,34745.0,8709.0,611.0,20619,8098.0,74.0,53.0,123.0,219.0,203.0,37.0,0.0,0.0,22,083,2017
"St. Martin Parish, Louisiana",23282.0,387.0,19435,13219,47279.0,25544.0,1645.0,53609,23899.0,56.0,228.0,254.0,514.0,326.0,442.0,4.0,14.0,22,099,2017
"Vernon Parish, Louisiana",21957.0,427.0,17930,12689,46620.0,19041.0,1655.0,51906,17386.0,151.0,119.0,76.0,314.0,443.0,305.0,0.0,0.0,22,115,2017
"Winn Parish, Louisiana",4955.0,45.0,5382,3469,29472.0,5358.0,323.0,14631,5035.0,0.0,42.0,20.0,130.0,66.0,41.0,0.0,0.0,22,127,2017
"East Baton Rouge Parish, Louisiana",212556.0,5926.0,167188,128903,51436.0,232341.0,15944.0,446167,216397.0,2811.0,1460.0,3329.0,5995.0,8704.0,6640.0,35.0,69.0,22,033,2017
"Sabine Parish, Louisiana",8167.0,221.0,9174,4981,40695.0,9500.0,902.0,24145,8598.0,26.0,9.0,85.0,227.0,121.0,151.0,0.0,0.0,22,085,2017
"Allen Parish, Louisiana",8395.0,196.0,7834,5087,42176.0,9471.0,894.0,25667,8577.0,24.0,0.0,46.0,127.0,246.0,143.0,0.0,0.0,22,003,2017
"Madison Parish, Louisiana",3678.0,18.0,4073,1733,29424.0,4297.0,530.0,11616,3767.0,7.0,9.0,4.0,82.0,51.0,55.0,0.0,0.0,22,065,2017
"Jefferson Davis Parish, Louisiana",11919.0,193.0,11435,7322,40744.0,13396.0,1223.0,31405,12173.0,33.0,82.0,94.0,200.0,141.0,123.0,0.0,0.0,22,053,2017
"St. James Parish, Louisiana",9055.0,105.0,7887,5361,52055.0,10012.0,819.0,21485,9193.0,15.0,24.0,97.0,110.0,183.0,124.0,0.0,0.0,22,093,2017
"Grant Parish, Louisiana",7062.0,153.0,7271,4217,40577.0,7870.0,622.0,22305,7248.0,58.0,69.0,17.0,130.0,133.0,141.0,0.0,0.0,22,043,2017
"West Feliciana Parish, Louisiana",5384.0,91.0,3947,2601,55647.0,5764.0,260.0,15376,5504.0,65.0,0.0,131.0,69.0,98.0,88.0,0.0,10.0,22,125,2017
"Jefferson Parish, Louisiana",206895.0,5870.0,168786,123129,50868.0,223553.0,13118.0,437038,210435.0,2113.0,1467.0,2977.0,5876.0,7770.0,6699.0,49.0,72.0,22,051,2017
"Beauregard Parish, Louisiana",14134.0,229.0,13327,9207,47350.0,15310.0,1136.0,36598,14174.0,72.0,56.0,52.0,393.0,345.0,296.0,0.0,0.0,22,011,2017
"Bienville Parish, Louisiana",4950.0,141.0,5840,3425,34077.0,5421.0,401.0,13806,5020.0,2.0,107.0,17.0,129.0,70.0,22.0,0.0,0.0,22,013,2017
"Bossier Parish, Louisiana",58920.0,1744.0,48142,32512,52145.0,58112.0,3361.0,125698,54751.0,466.0,309.0,616.0,1133.0,1663.0,1539.0,0.0,0.0,22,015,2017
"Cameron Parish, Louisiana",3097.0,28.0,2686,1776,60194.0,3215.0,97.0,6806,3118.0,11.0,92.0,10.0,57.0,16.0,57.0,0.0,0.0,22,023,2017
"East Feliciana Parish, Louisiana",6809.0,171.0,6817,3832,46964.0,7371.0,451.0,19553,6920.0,24.0,39.0,31.0,201.0,143.0,136.0,15.0,17.0,22,037,2017
"St. John the Baptist Parish, Louisiana",19001.0,304.0,15421,10817,53628.0,20805.0,1525.0,43565,19280.0,153.0,280.0,60.0,686.0,433.0,283.0,13.0,0.0,22,095,2017
"Plaquemines Parish, Louisiana",10353.0,144.0,8759,6550,49635.0,10152.0,303.0,23394,9849.0,68.0,39.0,33.0,155.0,262.0,258.0,0.0,0.0,22,075,2017
"Ouachita Parish, Louisiana",63315.0,1386.0,56799,38489,40081.0,69090.0,4802.0,156433,64288.0,1423.0,1173.0,1086.0,2405.0,1226.0,1324.0,0.0,29.0,22,073,2017
"Rapides Parish, Louisiana",52711.0,1195.0,48032,34873,42655.0,57892.0,4475.0,132080,53417.0,414.0,227.0,383.0,1050.0,965.0,990.0,0.0,19.0,22,079,2017
"Washington Parish, Louisiana",15914.0,414.0,17542,9380,32962.0,18541.0,2282.0,46449,16259.0,136.0,0.0,199.0,387.0,176.0,312.0,0.0,0.0,22,117,2017
"St. Landry Parish, Louisiana",29958.0,1000.0,30467,19105,32163.0,32347.0,1793.0,83580,30554.0,190.0,251.0,244.0,860.0,689.0,384.0,0.0,6.0,22,097,2017
"Tangipahoa Parish, Louisiana",55078.0,1750.0,47598,34433,45901.0,61212.0,5421.0,128850,55791.0,405.0,183.0,420.0,1218.0,1069.0,1045.0,7.0,0.0,22,105,2017
"Acadia Parish, Louisiana",24338.0,605.0,22675,14975,40492.0,27417.0,2435.0,62607,24982.0,162.0,212.0,82.0,508.0,404.0,464.0,55.0,7.0,22,001,2017
"St. Mary Parish, Louisiana",20706.0,306.0,20032,13277,41345.0,23032.0,1947.0,52578,21085.0,77.0,135.0,80.0,492.0,199.0,282.0,0.0,0.0,22,101,2017
"West Carroll Parish, Louisiana",3746.0,52.0,4182,1832,37304.0,4253.0,433.0,11274,3820.0,4.0,89.0,49.0,187.0,59.0,48.0,0.0,0.0,22,123,2017
"St. Tammany Parish, Louisiana",113406.0,4860.0,91353,76402,66539.0,123507.0,7964.0,249201,115543.0,1201.0,719.0,2415.0,2809.0,4627.0,4370.0,89.0,20.0,22,103,2017
"Union Parish, Louisiana",8312.0,207.0,7971,3839,38916.0,9025.0,594.0,22537,8431.0,154.0,55.0,58.0,299.0,194.0,67.0,6.0,0.0,22,111,2017
"Caldwell Parish, Louisiana",3400.0,58.0,3680,2136,31933.0,3808.0,357.0,10000,3451.0,21.0,0.0,1.0,98.0,60.0,45.0,0.0,10.0,22,021,2017
"Caddo Parish, Louisiana",104472.0,2469.0,97283,66236,40391.0,113496.0,7913.0,251069,105583.0,1112.0,966.0,927.0,1986.0,2829.0,2063.0,0.0,21.0,22,017,2017
