year,min,max,mean,std
2017,0.2449290060851927,0.9463703547482842,0.6992072722507464,0.09703039370704412
2018,0.2565402555262624,0.9550866077359358,0.726901966441843,0.09255270687255855
2019,0.3476863753213368,0.9602846515172854,0.7539901311621667,0.08846394403186861
2020,0.3333333333333333,0.9705882352941176,0.7854470003802024,0.08249976379571834
2021,0.3703703703703703,0.9759036144578314,0.8054085918006603,0.07888745018840616
2022,0.3596938775510204,1.0,0.8244571786955669,0.07224153730865737
2023,0.4813829787234042,1.0,0.8434989977370455,0.06575643164360308
