outcome,coef,se,p_value,effect_10pp,n_obs,r2
remote_work_share,-0.10925253937224878,0.020542031264559377,1.046333268605771e-07,-0.010925253937224879,21994,0.06896581274132152
digital_emp_share,-0.003941764142018042,0.0076048674544980455,0.6042341731401595,-0.0003941764142018042,21994,0.004048559219069325
log_median_hh_income,0.4167142689890402,0.04145793146490227,9.04824152637992e-24,0.04167142689890402,21994,0.0735113078059696
